strain	date	genbank	region	country	division	location	host_type	genotype	host	source	latitude	longitude	authors
GQ868529|Mexico|Mexico_Yucatan|2008	2008	GQ868529	International	Mexico	International	International	Human	V	Homo sapiens	NCBI	19.4326296	-99.1331785	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Lorono-Pino,M.A., Farfan-Ale,J.A., Diaz,F., Garcia-Rejon,J.E., Eisen,L., Beaty,B.J., Nusbaum,C., Bosch,I., Birren,B.
GQ868530|Mexico|Mexico_Yucatan|2008	2008	GQ868530	International	Mexico	International	International	Human	V	Homo sapiens	NCBI	19.4326296	-99.1331785	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Lorono-Pino,M.A., Farfan-Ale,J.A., Diaz,F., Garcia-Rejon,J.E., Eisen,L., Beaty,B.J., Nusbaum,C., Bosch,I., Birren,B.
GQ868531|Mexico|Mexico_Yucatan|2008	2008	GQ868531	International	Mexico	International	International	Human	V	Homo sapiens	NCBI	19.4326296	-99.1331785	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Lorono-Pino,M.A., Farfan-Ale,J.A., Diaz,F., Garcia-Rejon,J.E., Eisen,L., Beaty,B.J., Nusbaum,C., Bosch,I., Birren,B.
GQ868532|Mexico|Mexico_Yucatan|2008	2008	GQ868532	International	Mexico	International	International	Human	V	Homo sapiens	NCBI	19.4326296	-99.1331785	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Lorono-Pino,M.A., Farfan-Ale,J.A., Diaz,F., Garcia-Rejon,J.E., Eisen,L., Beaty,B.J., Nusbaum,C., Bosch,I., Birren,B.
GQ868533|Mexico|Mexico_Yucatan|2008	2008	GQ868533	International	Mexico	International	International	Human	V	Homo sapiens	NCBI	19.4326296	-99.1331785	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Lorono-Pino,M.A., Farfan-Ale,J.A., Diaz,F., Garcia-Rejon,J.E., Eisen,L., Beaty,B.J., Nusbaum,C., Bosch,I., Birren,B.
GQ868534|Mexico|Mexico_Yucatan|2008	2008	GQ868534	International	Mexico	International	International	Human	V	Homo sapiens	NCBI	19.4326296	-99.1331785	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Lorono-Pino,M.A., Farfan-Ale,J.A., Diaz,F., Garcia-Rejon,J.E., Eisen,L., Beaty,B.J., Nusbaum,C., Bosch,I., Birren,B.
GQ868535|Mexico|Mexico_Yucatan|2008	2008	GQ868535	International	Mexico	International	International	Human	V	Homo sapiens	NCBI	19.4326296	-99.1331785	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Lorono-Pino,M.A., Farfan-Ale,J.A., Diaz,F., Garcia-Rejon,J.E., Eisen,L., Beaty,B.J., Nusbaum,C., Bosch,I., Birren,B.
GQ868536|Mexico|Mexico_Yucatan|2008	2008	GQ868536	International	Mexico	International	International	Mosquito	V	Aedes aegypti	NCBI	19.4326296	-99.1331785	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Lorono-Pino,M.A., Farfan-Ale,J.A., Diaz,F., Garcia-Rejon,J.E., Eisen,L., Beaty,B.J., Nusbaum,C., Bosch,I., Birren,B.
GQ868537|Mexico|Mexico_Yucatan|2008	2008	GQ868537	International	Mexico	International	International	Mosquito	V	Aedes aegypti	NCBI	19.4326296	-99.1331785	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Lorono-Pino,M.A., Farfan-Ale,J.A., Diaz,F., Garcia-Rejon,J.E., Eisen,L., Beaty,B.J., Nusbaum,C., Bosch,I., Birren,B.
GQ868538|Mexico|Mexico_Yucatan|2008	2008	GQ868538	International	Mexico	International	International	Mosquito	V	Aedes aegypti	NCBI	19.4326296	-99.1331785	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Lorono-Pino,M.A., Farfan-Ale,J.A., Diaz,F., Garcia-Rejon,J.E., Eisen,L., Beaty,B.J., Nusbaum,C., Bosch,I., Birren,B.
GQ868539|Mexico|Mexico_Yucatan|2008	2008	GQ868539	International	Mexico	International	International	Mosquito	V	Aedes aegypti	NCBI	19.4326296	-99.1331785	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Lorono-Pino,M.A., Farfan-Ale,J.A., Diaz,F., Garcia-Rejon,J.E., Eisen,L., Beaty,B.J., Nusbaum,C., Bosch,I., Birren,B.
GQ868559|Colombia|Colombia_Santander|1998	1998	GQ868559	International	Colombia	International	International	Human	V	Homo sapiens	NCBI	4.099917	-72.9088133	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Ocazionez,R.E., Nusbaum,C., Bosch,I., Birren,B.
GQ868560|Colombia|Colombia_Santander|1998	1998	GQ868560	International	Colombia	International	International	Human	V	Homo sapiens	NCBI	4.099917	-72.9088133	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Ocazionez,R.E., Nusbaum,C., Bosch,I., Birren,B.
GQ868561|Colombia|Colombia_Santander|1999	1999	GQ868561	International	Colombia	International	International	Human	V	Homo sapiens	NCBI	4.099917	-72.9088133	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Ocazionez,R.E., Nusbaum,C., Bosch,I., Birren,B.
GQ868562|Colombia|Colombia_Santander|2005	2005	GQ868562	International	Colombia	International	International	Human	V	Homo sapiens	NCBI	4.099917	-72.9088133	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Ocazionez,R.E., Nusbaum,C., Bosch,I., Birren,B.
GQ868563|Colombia|Colombia_NortedeSantander|2006	2006	GQ868563	International	Colombia	International	International	Human	V	Homo sapiens	NCBI	4.099917	-72.9088133	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Ocazionez,R.E., Nusbaum,C., Bosch,I., Birren,B.
GQ868564|Colombia|Colombia_NortedeSantander|2006	2006	GQ868564	International	Colombia	International	International	Human	V	Homo sapiens	NCBI	4.099917	-72.9088133	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Ocazionez,R.E., Nusbaum,C., Bosch,I., Birren,B.
GQ868565|Colombia|Colombia_NortedeSantander|2006	2006	GQ868565	International	Colombia	International	International	Human	V	Homo sapiens	NCBI	4.099917	-72.9088133	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Ocazionez,R.E., Nusbaum,C., Bosch,I., Birren,B.
GQ868566|Colombia|Colombia_Santander|2007	2007	GQ868566	International	Colombia	International	International	Human	V	Homo sapiens	NCBI	4.099917	-72.9088133	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Ocazionez,R.E., Nusbaum,C., Bosch,I., Birren,B.
GQ868567|Colombia|Colombia_Santander|2007	2007	GQ868567	International	Colombia	International	International	Human	V	Homo sapiens	NCBI	4.099917	-72.9088133	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Ocazionez,R.E., Nusbaum,C., Bosch,I., Birren,B.
GQ868568|Colombia|Colombia_Santander|2007	2007	GQ868568	International	Colombia	International	International	Human	V	Homo sapiens	NCBI	4.099917	-72.9088133	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Ocazionez,R.E., Nusbaum,C., Bosch,I., Birren,B.
GQ868569|Colombia|Colombia_Santander|2007	2007	GQ868569	International	Colombia	International	International	Human	V	Homo sapiens	NCBI	4.099917	-72.9088133	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Ocazionez,R.E., Nusbaum,C., Bosch,I., Birren,B.
GQ868570|Colombia|Colombia_Santander|2008	2008	GQ868570	International	Colombia	International	International	Human	V	Homo sapiens	NCBI	4.099917	-72.9088133	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Ocazionez,R.E., Nusbaum,C., Bosch,I., Birren,B.
AB519681|Brazil|Central-West|DF|Brasilia|2001	2001	AB519681	Central-West	Brazil	Distrito Federal	Brasilia		V		NCBI	-15.7934036	-47.8823172	Nagata,T., Carvalho,S.E., Oliveira,L.M., Ribeiro,B.M.
GQ199857|Nicaragua|Nicaragua_Managua|2008	2008	GQ199857	International	Nicaragua	International	International	Human	V	Homo sapiens	NCBI	12.6090157	-85.2936911	Henn,M.R., Balmaseda,A., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Gomez,T., Nunez,A., Nusbaum,C., Harris,E., Birren,B.
GQ199858|Nicaragua|Nicaragua_Managua|2008	2008	GQ199858	International	Nicaragua	International	International	Human	V	Homo sapiens	NCBI	12.6090157	-85.2936911	Henn,M.R., Balmaseda,A., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Gomez,T., Nunez,A., Nusbaum,C., Harris,E., Birren,B.
GQ199859|Nicaragua|Nicaragua_Managua|2008	2008	GQ199859	International	Nicaragua	International	International	Human	V	Homo sapiens	NCBI	12.6090157	-85.2936911	Henn,M.R., Balmaseda,A., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Gomez,T., Nunez,A., Nusbaum,C., Harris,E., Birren,B.
GQ199867|Nicaragua|Nicaragua_Managua|2004	2004	GQ199867	International	Nicaragua	International	International	Human	V	Homo sapiens	NCBI	12.6090157	-85.2936911	Henn,M.R., Balmaseda,A., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Gomez,T., Nunez,A., Nusbaum,C., Harris,E., Birren,B.
GQ199872|Nicaragua|Nicaragua_Managua|2004	2004	GQ199872	International	Nicaragua	International	International	Human	V	Homo sapiens	NCBI	12.6090157	-85.2936911	Henn,M.R., Balmaseda,A., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Gomez,T., Nunez,A., Nusbaum,C., Harris,E., Birren,B.
GQ199873|Nicaragua|Nicaragua_Managua|2004	2004	GQ199873	International	Nicaragua	International	International	Human	V	Homo sapiens	NCBI	12.6090157	-85.2936911	Henn,M.R., Balmaseda,A., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Gomez,T., Nunez,A., Nusbaum,C., Harris,E., Birren,B.
GQ199875|Nicaragua|Nicaragua_Managua|2004	2004	GQ199875	International	Nicaragua	International	International	Human	V	Homo sapiens	NCBI	12.6090157	-85.2936911	Henn,M.R., Balmaseda,A., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Gomez,T., Nunez,A., Nusbaum,C., Harris,E., Birren,B.
GQ199877|Venezuela|Venezuela_Merida|2007	2007	GQ199877	International	Venezuela	International	International	Human	V	Homo sapiens	NCBI	8.0018709	-66.1109318	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Vielma,S.A., Nusbaum,C., Bosch,I., Birren,B.
FJ873809|Venezuela|Venezuela_Aragua|2007	2007	FJ873809	International	Venezuela	International	International	Human	V	Homo sapiens	NCBI	8.0018709	-66.1109318	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Comach,G., De Bosch,N., Rothman,A., Nusbaum,C., Bosch,I., Birren,B.
FJ873810|Venezuela|Venezuela_Aragua|2007	2007	FJ873810	International	Venezuela	International	International	Human	V	Homo sapiens	NCBI	8.0018709	-66.1109318	Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Comach,G., De Bosch,N., Rothman,A., Nusbaum,C., Bosch,I., Birren,B.
